N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
522,Junior Software Engineer,PHP,,1.5,1.5,800,200,Киев,до 50 человек,Продуктовая,мужской,23,Высшее,КНУ им. Шевченко,False,средний,Веб-разработка,12/06/2017 14:29:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,800,,DEV,605.65859375
524,Junior Software Engineer,Ruby/Rails,,1,1,600,400,Харьков,до 1000 человек,Аутсорсинговая,мужской,24,Высшее,ХНУРЭ,False,ниже среднего,Веб-разработка,12/06/2017 14:29:36,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,600,,DEV,605.65859375
531,Junior Software Engineer,C++,,меньше 3 месяцев,меньше 3 месяцев,900,0,Киев,до 200 человек,Продуктовая,мужской,21,Высшее,Другой вуз,True,выше среднего,Gamedev,12/06/2017 14:31:44,"Mozilla/5.0 (Linux; Android 6.0.1; MI 5 Build/MXB48T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.0,0.0,900,,DEV,605.65859375
533,Junior Software Engineer,JavaScript,,1,0.25,800,800,Черкассы,до 10 человек,Другая,женский,20,Незаконченное высшее,Другой вуз,True,выше среднего,Веб-разработка,12/06/2017 14:32:04,"Mozilla/5.0 (Linux; Android 4.4.4; M6752 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.0,0.25,800,,DEV,605.65859375
535,Junior Software Engineer,Python,,0.5,0.5,400,100,Львов,до 50 человек,Аутсорсинговая,мужской,24,Незаконченное высшее,Другой вуз,False,ниже среднего,Веб-разработка,12/06/2017 14:32:52,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,0.5,0.5,400,,DEV,605.65859375
541,Junior Software Engineer,C++,,1.5,1.5,800,300,Одесса,свыше 1000 человек,Аутсорсинговая,мужской,30,Высшее,НТУУ «КПИ»,False,средний,Embedded,12/06/2017 14:33:41,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,1.5,800,,DEV,605.65859375
550,Junior Software Engineer,Java,,1,0.5,700,400,Харьков,до 50 человек,Аутстаффинговая,женский,30,Высшее,ХНУРЭ,False,средний,Android,12/06/2017 14:34:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.0,0.5,700,,DEV,605.65859375
555,Junior Software Engineer,PHP,,1,0.5,700,400,Львов,до 200 человек,Аутсорсинговая,мужской,24,Высшее,Львовская Политехника,False,средний,"Веб-разработка,Корпоративные системы",12/06/2017 14:35:23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,0.5,700,,DEV,605.65859375
562,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,300,0,Львов,до 50 человек,Аутсорсинговая,мужской,20,Высшее,Львовская Политехника,True,выше среднего,"Веб-разработка,Корпоративные системы",12/06/2017 14:37:10,"Mozilla/5.0 (Linux; Android 6.0.1; X800+ Build/BEXCNFN5901607201S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.0,0.0,300,,DEV,605.65859375
565,Junior Software Engineer,C#/.NET,,3,1,1520,0,Одесса,до 1000 человек,Аутсорсинговая,мужской,22,Высшее,ОНУ им. Мечникова,False,выше среднего,"Веб-разработка,Корпоративные системы",12/06/2017 14:38:21,"Mozilla/5.0 (Linux; Android 5.1; M3s Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.140 Mobile Safari/537.36",3.0,1.0,1520,,DEV,605.65859375
568,Junior Software Engineer,PHP,,1,1,670,370,Киев,до 50 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,продвинутый,Веб-разработка,12/06/2017 14:38:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,670,,DEV,605.65859375
581,Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,450,0,Днепр,до 1000 человек,Аутсорсинговая,мужской,28,Высшее,Другой вуз,False,выше среднего,Веб-разработка,12/06/2017 14:41:25,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",0.0,0.0,450,,DEV,605.65859375
584,Junior Software Engineer,JavaScript,,1.5,1,500,300,Днепр,до 10 человек,Аутсорсинговая,мужской,26,Высшее,НметАУ,False,средний,"Веб-разработка,eCommerce",12/06/2017 14:42:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,500,,DEV,605.65859375
586,Junior Software Engineer,C#/.NET,,2,1.5,1091,150,Днепр,до 1000 человек,Аутсорсинговая,мужской,27,Высшее,ДНУ им. Гончара,False,средний,"Desktop Applications,Системное программирование",12/06/2017 14:42:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,1091,,DEV,605.65859375
587,Junior Software Engineer,C#/.NET,,1.5,1.5,700,150,Киев,до 10 человек,Продуктовая,мужской,22,Высшее,НТУУ «КПИ»,False,ниже среднего,Системное программирование,12/06/2017 14:43:03,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,700,,DEV,605.65859375
592,Junior Software Engineer,JavaScript,,2,2,900,0,Одесса,до 200 человек,Аутстаффинговая,мужской,23,Высшее,ОНПУ,False,выше среднего,"Веб-разработка,eCommerce",12/06/2017 14:44:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",2.0,2.0,900,,DEV,605.65859375
594,Junior Software Engineer,C++,,0.25,0.25,1000,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,24,Незаконченное высшее,НАУ,False,продвинутый,Desktop Applications,12/06/2017 14:45:03,"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPad4,4;FBMD/iPad;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/;FBID/tablet;FBLC/ru_RU;FBOP/5;FBRV/0]",0.25,0.25,1000,,DEV,605.65859375
597,Junior Software Engineer,Java,,1,1,500,200,Днепр,до 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,ДНУ им. Гончара,True,средний,Финансы и банки,12/06/2017 14:45:44,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,1.0,500,,DEV,605.65859375
603,Junior Software Engineer,Other,,1,1,1400,400,Киев,до 200 человек,Продуктовая,мужской,26,Высшее,НТУУ «КПИ»,False,выше среднего,Gamedev,12/06/2017 14:46:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,1400,,DEV,605.65859375
613,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,500,0,Одесса,до 50 человек,Продуктовая,мужской,31,Высшее,Другой вуз,False,элементарный,Корпоративные системы,12/06/2017 14:48:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,500,,DEV,605.65859375
616,Junior Software Engineer,PHP,,меньше 3 месяцев,0.25,1000,1000,Тернополь,до 50 человек,Продуктовая,мужской,19,Среднее,,False,элементарный,"eCommerce,Корпоративные системы",12/06/2017 14:49:12,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:47.0) Gecko/20100101 Firefox/47.0,0.0,0.25,1000,,DEV,605.65859375
629,Junior Software Engineer,Scala,,1,1,700,400,Днепр,до 50 человек,Аутсорсинговая,мужской,25,Высшее,НГУ [Днепропетровск],False,средний,Веб-разработка,12/06/2017 14:51:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,700,,DEV,605.65859375
639,Junior Software Engineer,C#/.NET,,1.5,0.5,750,250,Киев,до 50 человек,Продуктовая,мужской,21,Высшее,ГУТ,True,средний,"Веб-разработка,Корпоративные системы",12/06/2017 14:52:31,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,750,,DEV,605.65859375
642,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,600,0,Удаленно,до 10 человек,Продуктовая,мужской,24,Высшее,КНЭУ,False,выше среднего,eCommerce,12/06/2017 14:53:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36",0.0,0.0,600,,DEV,605.65859375
652,Junior Software Engineer,Swift,,2,2,1400,900,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,26,Высшее,ХНЭУ,False,средний,iOS,12/06/2017 14:54:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",2.0,2.0,1400,,DEV,605.65859375
661,Junior Software Engineer,JavaScript,,1,1,700,400,Киев,до 50 человек,Аутсорсинговая,мужской,21,Техникум / Колледж,,False,средний,Веб-разработка,12/06/2017 14:56:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1.0,1.0,700,,DEV,605.65859375
682,Junior Software Engineer,JavaScript,,0.5,0.5,300,100,Одесса,до 10 человек,Аутстаффинговая,мужской,24,Высшее,ОНУ им. Мечникова,False,выше среднего,Веб-разработка,12/06/2017 15:00:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,300,,DEV,605.65859375
689,Junior Software Engineer,Python,,1.5,0.5,1200,500,Удаленно,до 10 человек,Продуктовая,мужской,25,Незаконченное высшее,Другой вуз,False,продвинутый,Другое,12/06/2017 15:01:31,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,0.5,1200,,DEV,605.65859375
709,Junior Software Engineer,Ruby/Rails,,0.5,0.5,300,0,Киев,до 10 человек,Аутсорсинговая,мужской,31,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,12/06/2017 15:06:47,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,300,,DEV,605.65859375
716,Junior Software Engineer,Python,,1.5,1.5,900,300,Киев,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Системное программирование",12/06/2017 15:09:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,900,,DEV,605.65859375
747,Junior Software Engineer,C#/.NET,,1.5,0.25,690,300,Черновцы,до 50 человек,Аутсорсинговая,мужской,23,Высшее,Другой вуз,False,средний,Веб-разработка,12/06/2017 15:17:37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.25,690,,DEV,605.65859375
756,Junior Software Engineer,JavaScript,,2,0.5,500,200,Киев,до 10 человек,Аутсорсинговая,мужской,29,Высшее,ДонНУ,False,ниже среднего,Веб-разработка,12/06/2017 15:19:36,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,500,,DEV,605.65859375
763,Junior Software Engineer,Java,,1.5,1.5,650,700,Запорожье,до 200 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,Другой вуз,True,средний,Android,12/06/2017 15:21:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,650,,DEV,605.65859375
802,Junior Software Engineer,Other,,0.5,меньше 3 месяцев,770,470,Киев,до 50 человек,Продуктовая,мужской,20,Высшее,КНУ им. Шевченко,True,выше среднего,Desktop Applications,12/06/2017 15:30:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.5,0.0,770,,DEV,605.65859375
803,Junior Software Engineer,C#/.NET,,2,2,1140,384,Львов,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,Другой вуз,False,выше среднего,Веб-разработка,12/06/2017 15:30:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1140,,DEV,605.65859375
808,Junior Software Engineer,PHP,,4,0.5,400,0,Днепр,до 10 человек,Аутсорсинговая,мужской,26,Незаконченное высшее,НГУ [Днепропетровск],False,средний,"Веб-разработка,eCommerce",12/06/2017 15:32:06,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,4.0,0.5,400,,DEV,605.65859375
817,Junior Software Engineer,C#/.NET,,1.5,меньше 3 месяцев,500,200,Львов,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,КНУ им. Шевченко,False,средний,Веб-разработка,12/06/2017 15:33:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,500,,DEV,605.65859375
819,Junior Software Engineer,Java,,1,1,800,700,Киев,до 50 человек,Аутсорсинговая,мужской,22,Высшее,НТУУ «КПИ»,False,выше среднего,Android,12/06/2017 15:33:44,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,800,,DEV,605.65859375
822,Junior Software Engineer,PHP,,1.5,0.5,500,250,Винница,до 10 человек,Продуктовая,мужской,33,Два высших,Другой вуз,False,выше среднего,Веб-разработка,12/06/2017 15:34:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,500,,DEV,605.65859375
834,Junior Software Engineer,Python,,1.5,0.5,800,200,Киев,до 10 человек,Продуктовая,мужской,24,Высшее,КНЭУ,False,ниже среднего,"Веб-разработка,Другое",12/06/2017 15:37:49,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,800,,DEV,605.65859375
838,Junior Software Engineer,PHP,,1,1,400,160,Другой,до 50 человек,Продуктовая,мужской,18,Незаконченное высшее,Другой вуз,True,ниже среднего,Веб-разработка,12/06/2017 15:38:26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",1.0,1.0,400,,DEV,605.65859375
867,Junior Software Engineer,PHP,,1,0.5,440,0,Чернигов,до 10 человек,Аутсорсинговая,мужской,19,Среднее,,False,средний,"Веб-разработка,Корпоративные системы",12/06/2017 15:49:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,0.5,440,,DEV,605.65859375
